"Title","Hull","Class %23","Hull %23","COM Date","TYCOM","FLT","Last Insp Date","Sked Next Inspection","Months from Last Insp/MI","OVERDUE REASON","Overdue_OLD","ACTIVE/INACTIVE","Battle Force","HomePort","UIC","NVR","Waivers","Remarks","AT Date","FCT Date","CT DATE","GMI","MI / SMART 1","MI / SMART 2","MI / SMART 3","MI / SMART 4","MI / SMART 5","MI / SMART 6","MI / SMART 7","MI / SMART 8","MI / SMART 9","MI / SMART 10","Survey","NEP","IT","C51","C51","AT2","C51","C51","FC2","MCI 1","PRT","DECOM Date","SCHEDULED","OVERDUE","CURRENT ORFP PHASE","PHASE MI Scheduled In","CONCERNS/RISKS","Ship Folder"
"MISSISSIPPI","[""SSN""]","[""SSN 774""]","SSN 782","7/1/2012 9:00 PM","[""CSP""]",,"7/23/2023 9:00 PM",,"27","[""2""]",,"[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","20080","[""PAC""]",,,,,"4/27/2012 9:00 PM",,"7/23/2014 9:00 PM","2/14/2019 9:00 PM","7/23/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO",,,,,
"MINNESOTA","[""SSN""]","[""SSN 774""]","SSN 783","9/6/2013 9:00 PM","[""CSP""]",,"8/28/2025 9:00 PM",,"1","[""1"",""2""]",,"[""ACTIVE""]","[""YES""]","[""GUAM""]","20034","[""PAC""]",,,,,"5/23/2013 9:00 PM",,"11/18/2016 9:00 PM","8/28/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"NORTH DAKOTA","[""SSN""]","[""SSN 774""]","SSN 784","10/24/2014 9:00 PM","[""CSL""]",,"7/28/2021 9:00 PM",,"50","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","20037","[""LANT""]",,,,,"8/20/2014 9:00 PM","1/28/2015 9:00 PM","8/16/2017 9:00 PM","7/28/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"JOHN WARNER","[""SSN""]","[""SSN 774""]","SSN 785","7/31/2015 9:00 PM","[""CSL""]",,"1/27/2021 9:00 PM",,"56","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","20038","[""LANT""]",,,,,"6/10/2015 9:00 PM",,"11/9/2016 9:00 PM","1/27/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"ILLINOIS","[""SSN""]","[""SSN 774""]","SSN 786","10/28/2016 9:00 PM","[""CSP""]",,"8/20/2023 9:00 PM",,"26","[""2""]",,"[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","20181","[""PAC""]",,,,,"8/20/2016 9:00 PM",,"8/20/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"WASHINGTON","[""SSN""]","[""SSN 774""]","SSN 787","10/6/2017 9:00 PM","[""CSL""]",,"5/1/2022 9:00 PM",,"41","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","20182","[""LANT""]",,"HPC to Portsmouth, NH 01NOV24",,,"5/17/2017 9:00 PM",,"5/18/2017 9:00 PM","5/1/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"COLORADO","[""SSN""]","[""SSN 774""]","SSN 788","3/16/2018 9:00 PM","[""CSL""]",,"7/25/2022 9:00 PM",,"38","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","27150","[""LANT""]",,,,,"9/13/2017 9:00 PM",,"9/16/2017 9:00 PM","7/25/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"INDIANA","[""SSN""]","[""SSN 774""]","SSN 789","9/28/2018 9:00 PM","[""CSL""]",,"2/5/2023 9:00 PM",,"32","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","27151","[""LANT""]",,,,,"6/16/2018 9:00 PM",,"2/5/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"SOUTH DAKOTA","[""SSN""]","[""SSN 774""]","SSN 790","2/1/2019 9:00 PM","[""CSL""]",,"10/30/2024 9:00 PM",,"11","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","27152","[""LANT""]",,,,,"9/16/2018 9:00 PM","1/27/2019 9:00 PM","10/30/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"DELAWARE","[""SSN""]","[""SSN 774""]","SSN 791","4/3/2020 9:00 PM","[""CSL""]",,"10/9/2019 9:00 PM","12/14/2025 9:00 PM","72","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","27153","[""LANT""]",,,,,"10/9/2019 9:00 PM","1/26/2020 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"VERMONT","[""SSN""]","[""SSN 774""]","SSN 792","4/17/2020 9:00 PM","[""CSP""]",,"12/6/2019 9:00 PM",,"70","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","27154","[""LANT""]",,,,,"4/8/2020 9:00 PM","6/9/2021 9:00 PM","12/6/2019 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"OREGON","[""SSN""]","[""SSN 774""]","SSN 793","5/27/2022 9:00 PM","[""CSL""]",,"6/4/2025 9:00 PM",,"4","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","27155","[""PAC""]",,"HPC to NORFOLK 01NOV24",,,"2/6/2022 9:00 PM","4/16/2023 9:00 PM","6/4/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"MONTANA","[""SSN""]","[""SSN 774""]","SSN 794","6/24/2022 9:00 PM","[""CSP""]",,"6/12/2022 9:00 PM","6/8/2025 9:00 PM","40",,"OVERDUE",,"[""YES""]","[""PORTSMOUTH, NH""]","27156","[""PAC""]",,"HPC to PEARL HARBOR 1MAR24",,,"2/27/2022 9:00 PM","6/12/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"HYMAN G. RICKOVER","[""SSN""]","[""SSN 774""]","SSN 795","10/7/2023 9:00 PM","[""CSL""]",,"10/7/2023 9:00 PM","11/17/2024 9:00 PM","24","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","27157","[""LANT""]",,,,,"10/1/2023 9:00 PM","11/21/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"NEW JERSEY","[""SSN""]","[""SSN 774""]","SSN 796",,"[""CSL""]",,"4/10/2024 9:00 PM","12/1/2024 9:00 PM","18","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]",,"[""LANT""]",,,,,"4/10/2024 9:00 PM","11/25/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"IOWA","[""SSN""]","[""SSN 774""]","SSN 797",,,,"12/8/2024 9:00 PM",,"10","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","27159",,,,,,"12/8/2024 9:00 PM","10/8/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"MASSACHUSETTS","[""SSN""]","[""SSN 774""]","SSN 798",,,,,"11/2/2025 9:00 PM",,,"OVERDUE",,,"[""NEWPORT NEWS, VA""]","27161","[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"IDAHO","[""SSN""]","[""SSN 774""]","SSN 799",,,,,"11/23/2025 9:00 PM",,,"OVERDUE",,,"[""GROTON, CT""]","27162","[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"ARKANSAS","[""SSN""]","[""SSN 774""]","SSN 800",,,,,,,,"OVERDUE",,,"[""NEWPORT NEWS, VA""]","27163","[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"UTAH","[""SSN""]","[""SSN 774""]","SSN 801",,,,,,,,"OVERDUE",,,"[""GROTON, CT""]","27164","[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"OKLAHOMA","[""SSN""]","[""SSN 774""]","SSN 802",,,,,,,,"OVERDUE",,,"[""NEWPORT NEWS, VA""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"ARIZONA","[""SSN""]","[""SSN 774""]","SSN 803",,,,,,,,"OVERDUE",,,"[""GROTON, CT""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BARB","[""SSN""]","[""SSN 774""]","SSN 804",,,,,,,,"OVERDUE",,,"[""NEWPORT NEWS, VA""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"TANG","[""SSN""]","[""SSN 774""]","SSN 805",,,,,,,,"OVERDUE",,,"[""GROTON, CT""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"WAHOO","[""SSN""]","[""SSN 774""]","SSN 806",,,,,,,,"OVERDUE",,,"[""NEWPORT NEWS, VA""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SILVERSIDES","[""SSN""]","[""SSN 774""]","SSN 807",,,,,,,,"OVERDUE",,,"[""NEWPORT NEWS, VA""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"JOHN H. DALTON","[""SSN""]","[""SSN 774""]","SSN 808",,,,,,,,"OVERDUE",,,"[""GROTON, CT""]",,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""SSN""]","[""SSN 774""]","SSN 809",,,,,,,,"OVERDUE",,,,,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""SSN""]","[""SSN 774""]","SSN 810",,,,,,,,"OVERDUE",,,,,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""SSN""]","[""SSN 774""]","SSN 811",,,,,,,,"OVERDUE",,,,,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"VADM K. R. WHEELER","[""T-AG""]","[""T-AG 5001""]","T-AG 5001",,"[""MSC""]",,"4/14/2024 9:00 PM",,"18","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]",,,,,,,,,"6/13/2021 9:00 PM","4/14/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"FAST TEMPO","[""T-AG""]","[""T-AG 5001""]","T-AG 5001",,"[""MSC""]",,"4/14/2024 9:00 PM",,"18","[""2""]",,"[""ACTIVE""]","[""NO""]",,,"[""NOT ON NVR""]",,,,,,"6/13/2021 9:00 PM","4/14/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"INVINCIBLE","[""T-AGM""]","[""T-AGM 24""]","T-AGM 24",,,,"1/9/2022 9:00 PM",,"45",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","21926","[""INACTIVE""]",,"FMS",,,,,"5/27/1999 9:00 PM","8/21/2003 9:00 PM","3/19/2009 9:00 PM","5/14/2014 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"HOWARD O. LORENZEN","[""T-AGM""]","[""T-AGM 25""]","T-AGM 25",,"[""MSC""]",,"8/13/2023 9:00 PM",,"26","[""2""]",,"[""ACTIVE""]","[""NO""]",,"10546","[""PAC""]",,,,"11/15/2013 9:00 PM",,,"8/13/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"VICTORIOUS","[""T-AGOS""]","[""T-AGOS 19""]","T-AGOS 19",,"[""MSC""]",,"11/30/2022 9:00 PM","3/8/2026 9:00 PM","34","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21814","[""PAC""]",,,,,,,"11/30/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"ABLE","[""T-AGOS""]","[""T-AGOS 19""]","T-AGOS 20",,"[""MSC""]",,"1/11/2024 9:00 PM",,"21","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21866","[""PAC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"EFFECTIVE","[""T-AGOS""]","[""T-AGOS 19""]","T-AGOS 21",,"[""MSC""]",,"11/14/2023 9:00 PM",,"23","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21867","[""PAC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"LOYAL","[""T-AGOS""]","[""T-AGOS 19""]","T-AGOS 22",,"[""MSC""]",,"4/18/2023 9:00 PM",,"30","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21868","[""PAC""]",,,,,,,"4/18/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"IMPECCABLE","[""T-AGOS""]","[""T-AGOS 23""]","T-AGOS 23",,"[""MSC""]",,"9/19/2002 9:00 PM","7/26/2026 9:00 PM","277","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21906","[""PAC""]",,"In Service Date 10/13/2000, entered SMART program in 2018","8/16/2001 9:00 PM","9/19/2002 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"WATERS","[""T-AGS""]","[""T-AGS 45""]","T-AGS 45",,"[""MSC""]",,"1/30/2022 9:00 PM","11/30/2025 9:00 PM","44","[""2""]","OVERDUE","[""ACTIVE""]","[""Auxiliary Force""]",,"21903","[""MSC NOT ASSIGNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"PATHFINDER","[""T-AGS""]","[""T-AGS 60""]","T-AGS 60",,"[""MSC""]",,"7/17/2022 9:00 PM","8/2/2026 9:00 PM","39","[""2""]","OVERDUE","[""ACTIVE""]","[""Auxiliary Force""]",,"21904","[""PAC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"BOWDITCH","[""T-AGS""]","[""T-AGS 60""]","T-AGS 62",,"[""MSC""]",,"9/26/2022 9:00 PM","2/1/2026 9:00 PM","36","[""2""]","OVERDUE","[""ACTIVE""]","[""Auxiliary Force""]",,"22154","[""MSC NOT ASSIGNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"HENSON","[""T-AGS""]","[""T-AGS 60""]","T-AGS 63",,"[""MSC""]",,"1/17/2023 9:00 PM","12/7/2025 9:00 PM","33","[""2""]",,"[""ACTIVE""]","[""Auxiliary Force""]",,"22266","[""PAC""]",,,,,,,"1/17/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"BRUCE C. HEEZEN","[""T-AGS""]","[""T-AGS 60""]","T-AGS 64",,"[""MSC""]",,"11/13/2023 9:00 PM","10/4/2026 9:00 PM","23","[""2""]",,"[""ACTIVE""]","[""Auxiliary Force""]",,"23131","[""MSC NOT ASSIGNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"MARY SEARS","[""T-AGS""]","[""T-AGS 60""]","T-AGS 65",,"[""MSC""]",,"3/6/2023 9:00 PM","5/17/2026 9:00 PM","31","[""2""]",,"[""ACTIVE""]","[""Auxiliary Force""]",,"23167","[""MSC NOT ASSIGNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"MARIE THARP","[""T-AGS    ""]","[""T-AGS 60""]","T-AGS 66",,"[""MSC""]",,"2/12/2023 9:00 PM","4/26/2026 9:00 PM","32","[""2""]",,"[""ACTIVE""]","[""Auxiliary Force""]",,"10544","[""MSC NOT ASSIGNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"ROBERT BALLARD","[""T-AGS""]","[""T-AGS 60""]","T-AGS 67",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,,,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BLACK POWDER","[""T-AGSE""]","[""T-AGSE 1""]","T-AGSE 1",,"[""MSC""]",,"9/7/2024 9:00 PM",,"13","[""2""]",,"[""ACTIVE""]","[""NO""]",,"24015","[""MSC NOT ASSIGNED""]",,"military sealift command (msc), in service",,,,,"9/7/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"WESTWIND","[""T-AGSE""]","[""T-AGSE 1""]","T-AGSE 2",,"[""MSC""]",,"9/12/2024 9:00 PM",,"13","[""2""]",,"[""ACTIVE""]","[""NO""]",,"24014","[""MSC NOT ASSIGNED""]",,,,,,,"9/12/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"EAGLEVIEW","[""T-AGSE""]","[""T-AGSE 1""]","T-AGSE 3",,"[""MSC""]",,"3/7/2024 9:00 PM",,"19","[""2""]",,"[""ACTIVE""]","[""NO""]",,"24016","[""MSC NOT ASSIGNED""]",,,,,,"10/10/2020 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"ARROWHEAD","[""T-AGSE""]","[""T-AGSE 1""]","T-AGSE 4",,"[""MSC""]",,"3/12/2024 9:00 PM",,"19","[""2""]",,"[""ACTIVE""]","[""NO""]",,"24013","[""MSC NOT ASSIGNED""]",,,,,,,"12/10/2014 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"MERCY ","[""T-AH""]","[""T-AH 19""]","T-AH 19",,"[""MSC""]",,"4/3/2022 9:00 PM",,"42","[""2""]","OVERDUE","[""ACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","21636","[""MSC U.S. PACIFIC COAST""]",,,,,,"8/20/2017 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"COMFORT ","[""T-AH""]","[""T-AH 19""]","T-AH 20",,"[""MSC""]",,"8/18/2025 9:00 PM",,"2","[""2""]",,"[""ACTIVE""]","[""NO""]","[""NORFOLK, VA""]","21637","[""MSC U.S. ATLANTIC COAST""]",,,,,,,"8/18/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"SGT MATEJ KOCAK","[""T-AK""]","[""T-AK 3005""]","T-AK 3005",,,,"1/9/2022 9:00 PM",,"45",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","22144","[""INACTIVE""]",,"FMS",,,,,"10/28/1999 9:00 PM","1/17/2008 9:00 PM","6/7/2012 9:00 PM","11/13/2016 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"PFC EUGENE A. OBERGON","[""T-AK""]","[""T-AK 3005""]","T-AK 3006",,,,"1/16/2022 9:00 PM",,"45",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","21931","[""INACTIVE""]",,"FMS",,,,,"11/19/1998 9:00 PM","11/20/2003 9:00 PM","4/1/2010 9:00 PM","2/4/2015 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"MAJ STEPHEN PLESS","[""T-AK""]","[""T-AK 3005""]","T-AK 3007",,,,"1/16/2022 9:00 PM",,"45",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","21928","[""INACTIVE""]",,"FMS",,,,,"12/9/1999 9:00 PM","11/30/2006 9:00 PM","9/26/2013 9:00 PM","9/6/2019 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"2ND LT JOHN P. BOBO","[""T-AK""]","[""AK 3008""]","T-AK 3008",,"[""MSC""]",,"2/28/2023 9:00 PM","2/28/2023 9:00 PM","31",,,"[""INACTIVE""]","[""Strategic Sealift Force""]",,"21629","[""LANT""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"PFC DEWAYNE T. WILLIAMS","[""T-AK""]","[""AK 3009""]","T-AK 3009",,"[""MSC""]",,"9/5/2023 9:00 PM",,"25","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]",,"21630","[""LANT""]",,,,,,,"9/5/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"1ST LT BALDOMERO LOPEZ","[""T-AK""]","[""AK 3008""]","T-AK 3010",,"[""MSC""]",,"12/31/2017 9:00 PM",,"93","[""2""]","OVERDUE","[""ACTIVE""]","[""Strategic Sealift Force""]",,"21512","[""PAC""]",,"military sealift command (msc), in service, contract operated",,"12/31/2017 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"1ST LT JACK LUMMUS","[""T-AK""]","[""AK 3008""]","T-AK 3011",,"[""MSC""]",,"8/20/2024 9:00 PM",,"14","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]",,"21633","[""PAC""]",,,,,,,"8/20/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"SGT WILLIAM R. BUTTON","[""T-AK""]","[""AK 3008""]","T-AK 3012",,"[""MSC""]",,"9/19/2025 9:00 PM",,"1","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]",,"21663","[""PAC""]",,,,,,,"9/19/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"LCPL ROY M. WHEAT","[""T-AK""]","[""T-AKR 300""]","T-AK 3016",,,,"1/23/2022 9:00 PM",,"45",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""NORFOLK, VA""]","21450","[""INACTIVE""]",,,,,,,"10/29/1998 9:00 PM","1/22/2004 9:00 PM","8/7/2008 9:00 PM","3/7/2013 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"GYSGT FRED W STOCKHAM","[""T-AK""]","[""T-AK 3017""]","T-AK 3017",,"[""MSC""]",,"12/31/2017 9:00 PM",,"93","[""2""]","OVERDUE","[""ACTIVE""]","[""Strategic Sealift Force""]",,"23069","[""MSC U.S. ATLANTIC COAST""]",,"military sealift command (msc), in service, contract operated",,"12/31/2017 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"WALLY SCHIRRA ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 08",,"[""MSC""]",,"2/14/2022 9:00 PM","4/12/2026 9:00 PM","44","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]","[""SAN DIEGO, CA""]","23198","[""LANT""]",,,,"12/10/2009 9:00 PM",,,"3/28/2019 9:00 PM","2/14/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"LEWIS & CLARK ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 1",,"[""MSC""]",,"7/29/2024 9:00 PM",,"14","[""2""]",,"[""ACTIVE""]","[""Support Force""]","[""DIEGO GARCIA""]","23191","[""PAC""]",,,"6/8/2006 9:00 PM","1/25/2007 9:00 PM",,,"2/23/2021 9:00 PM","7/29/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"CHARLES DREW ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 10",,"[""MSC""]",,"4/2/2023 9:00 PM",,"30","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"23602","[""PAC""]",,,"7/15/2018 9:00 PM","11/4/2010 9:00 PM",,"6/3/2018 9:00 PM","1/12/2020 9:00 PM","4/2/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"WASHINGTON CHAMBERS ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 11",,"[""MSC""]",,"4/6/2025 9:00 PM",,"6","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"23726","[""PAC""]",,,,"6/16/2011 9:00 PM",,"6/9/2021 9:00 PM","4/6/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"WILLIAM MCLEAN","[""T-AKE""]","[""T-AKE 1""]","T-AKE 12",,"[""MSC""]",,"7/23/2023 9:00 PM","1/3/2027 9:00 PM","27","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"29001","[""MSC NOT ASSIGNED""]",,,,"1/12/2012 9:00 PM",,,"2/3/2017 9:00 PM","12/14/2020 9:00 PM","7/23/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,"YES",,,,,
"MEDGAR EVERS ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 13",,"[""MSC""]",,"6/18/2024 9:00 PM","6/6/2027 9:00 PM","16","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"29002","[""MSC NOT ASSIGNED""]",,,"3/29/2012 9:00 PM","10/21/2012 9:00 PM",,,"6/18/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"CESAR CHAVEZ ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 14",,"[""MSC""]",,"5/2/2023 9:00 PM",,"29","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"29003","[""MSC NOT ASSIGNED""]",,,"9/27/2013 9:00 PM","2/7/2013 9:00 PM",,,"1/4/2019 9:00 PM","5/2/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"SACAGAWEA ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 2",,"[""MSC""]",,"9/28/2024 9:00 PM",,"12","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"23192","[""LANT""]",,,"2/1/2007 9:00 PM",,,"7/26/2007 9:00 PM","5/25/2021 9:00 PM","9/28/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"ALAN SHEPARD ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 3",,"[""MSC""]",,"11/30/2021 9:00 PM","1/4/2026 9:00 PM","46","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"23193","[""PAC""]",,,,"1/10/2008 9:00 PM",,"6/14/2007 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"RICHARD E. BYRD ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 4",,"[""MSC""]",,"5/8/2025 9:00 PM",,"5","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"23194","[""PAC""]",,,,"3/27/2008 9:00 PM",,"5/27/2018 9:00 PM","6/12/2013 9:00 PM","10/25/2007 9:00 PM","5/8/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO",,,,,
"ROBERT E. PEARY ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 5",,"[""MSC""]",,"5/30/2025 9:00 PM","5/14/2028 9:00 PM","4","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"23195","[""LANT""]",,,"4/3/2008 9:00 PM","10/9/2008 9:00 PM",,,"3/12/2013 9:00 PM","5/30/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,"YES",,,,,
